OurAffLink,Title,Image,Price,Merchant,Points,Team,Type,Season,ID
http://www.awin1.com/pclick.php?p=3517684631&a=215431&m=6716,2015-16 Manchester United Adidas 3 Stripes Polo T-shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-polo-wte-tags.jpg,19.99,classic football shirts,0,Manchester United,shirt,2015,98
http://www.awin1.com/pclick.php?p=3517684693&a=215431&m=6716,2014-15 Crystal Palace Home L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/p/cpalace-14-home-ls-tags_4.jpg,16.99,classic football shirts,0,Crystal Palace,shirt,2014,99
http://www.awin1.com/pclick.php?p=3517684701&a=215431&m=6716,2014-15 Crystal Palace Player Issue Body Fit Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/p/cpalace-14-away-pi-tags_1_1_2.jpg,12.99,classic football shirts,0,Crystal Palace,shirt,2014,100
http://www.awin1.com/pclick.php?p=3517684703&a=215431&m=6716,2014-15 Crystal Palace Away L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/p/cpalace-14-away-ls-tags_1_1.jpg,14.99,classic football shirts,0,Crystal Palace,shirt,2014,101
http://www.awin1.com/pclick.php?p=3517684949&a=215431&m=6716,2013-14 Chelsea Home L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-13-home-ls-tags2_5.jpg,22.99,classic football shirts,0,Chelsea,shirt,2013,102
http://www.awin1.com/pclick.php?p=3517684953&a=215431&m=6716,2013-14 Chelsea Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-13-home-tags_3_1_3_1_1_2.jpg,24.99,classic football shirts,0,Chelsea,shirt,2013,103
http://www.awin1.com/pclick.php?p=3517684957&a=215431&m=6716,2013-14 Chelsea Third Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-13-third-tags2_3_2.jpg,24.99,classic football shirts,0,Chelsea,shirt,2013,104
http://www.awin1.com/pclick.php?p=3517684963&a=215431&m=6716,2012-13 Chelsea Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-12-away-tags_4_1_2_1_1.jpg,29.99,classic football shirts,0,Chelsea,shirt,2012,105
http://www.awin1.com/pclick.php?p=3517685155&a=215431&m=6716,2012-13 Manchester City Champions League Third Shirt *BNIB* M,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-city-12-third-tags_2_2.jpg,24.99,classic football shirts,0,Manchester City,shirt,2012,106
http://www.awin1.com/pclick.php?p=3517685309&a=215431&m=6716,2010-12 Manchester United Player Issue Domestic Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-10-away-pi-tags_2_1.jpg,59.99,classic football shirts,0,Manchester United,shirt,2010,107
http://www.awin1.com/pclick.php?p=3517685311&a=215431&m=6716,2011-12 Arsenal Player Issue Domestic/European Third Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-11-third-pi-tags_2_1.jpg,64.99,classic football shirts,0,Arsenal,shirt,2011,108
http://www.awin1.com/pclick.php?p=3517685321&a=215431&m=6716,2011-12 Liverpool TechFit Player Issue Away L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-11-away-tf-sp-ls-tags_4.jpg,29.99,classic football shirts,0,Liverpool,shirt,2011,109
http://www.awin1.com/pclick.php?p=3517685421&a=215431&m=6716,2011-12 Liverpool TechFit Player Issue GK Shirt *BNIB* XXL,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-11-gk-blk-pi-tags_2.jpg,22.99,classic football shirts,0,Liverpool,shirt,2011,110
http://www.awin1.com/pclick.php?p=3518198157&a=215431&m=6716,2014-15 Arsenal Third Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-third-tags_3.jpg,19.99,classic football shirts,0,Arsenal,shirt,2014,111
http://www.awin1.com/pclick.php?p=3519970229&a=215431&m=6716,2014-15 Arsenal Puma Pre-Match Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-train-yel-tags_4.jpg,15.99,classic football shirts,0,Arsenal,shirt,2014,112
http://www.awin1.com/pclick.php?p=3519970235&a=215431&m=6716,2014-15 Arsenal Puma Hooped Polo T-shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-polo-nvy-tags_2_3.jpg,15.99,classic football shirts,0,Arsenal,shirt,2014,113
http://www.awin1.com/pclick.php?p=3519970237&a=215431&m=6716,2014-15 Arsenal Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-home-tags2_4_1.jpg,22.99,classic football shirts,0,Arsenal,shirt,2014,114
http://www.awin1.com/pclick.php?p=3519970239&a=215431&m=6716,2014-15 Arsenal Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-away-tags2_2_3.jpg,22.99,classic football shirts,0,Arsenal,shirt,2014,115
http://www.awin1.com/pclick.php?p=3519970241&a=215431&m=6716,2014-15 Arsenal Puma Pre-Match Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-train-pm-yel-tags.jpg,17.99,classic football shirts,0,Arsenal,shirt,2014,116
http://www.awin1.com/pclick.php?p=3519970243&a=215431&m=6716,2014-15 Arsenal Puma Pre-Match Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-train-pm-red-tags.jpg,17.99,classic football shirts,0,Arsenal,shirt,2014,117
http://www.awin1.com/pclick.php?p=3519970245&a=215431&m=6716,2014-15 Arsenal Puma Pre-Match Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-train-red-tags.jpg,14.99,classic football shirts,0,Arsenal,shirt,2014,118
http://www.awin1.com/pclick.php?p=3519970249&a=215431&m=6716,2014-15 Arsenal Home L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-home-ls-tags.jpg,27.99,classic football shirts,0,Arsenal,shirt,2014,119
http://www.awin1.com/pclick.php?p=3521147669&a=215431&m=6716,2014-15 Liverpool Away Shirt *BNIB* Womens,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-14-away-wom-tags_2.jpg,12.99,classic football shirts,0,Liverpool,shirt,2014,120
http://www.awin1.com/pclick.php?p=3521147671&a=215431&m=6716,2014-15 Liverpool Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-14-away-tags_5_1.jpg,19.99,classic football shirts,0,Liverpool,shirt,2014,121
http://www.awin1.com/pclick.php?p=3521147673&a=215431&m=6716,2014-15 Liverpool Away L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-14-away-ls-tags_2_1_1.jpg,17.99,classic football shirts,0,Liverpool,shirt,2014,122
http://www.awin1.com/pclick.php?p=3530476525&a=215431&m=6716,2010-12 Manchester United Away Shirt *BNIB* Womens,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-10-away-womens-tags_1.jpg,14.99,classic football shirts,0,Manchester United,shirt,2010,123
http://www.awin1.com/pclick.php?p=3535332873&a=215431&m=6716,2011-12 Arsenal Player Issue European (Late Season) Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-11-away-pi-euro-tags-late_2_1.jpg,37.99,classic football shirts,0,Arsenal,shirt,2011,124
http://www.awin1.com/pclick.php?p=3535332875&a=215431&m=6716,2011-12 Arsenal Player Issue European (Early Season) Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-11-away-pi-euro-tags_2_2_1.jpg,34.99,classic football shirts,0,Arsenal,shirt,2011,125
http://www.awin1.com/pclick.php?p=3538688279&a=215431&m=6716,2010-12 Manchester United Player Issue European Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-10-away-pi-tags-euro_3.jpg,49.99,classic football shirts,0,Manchester United,shirt,2010,126
http://www.awin1.com/pclick.php?p=3538688281&a=215431&m=6716,2011-12 Arsenal Player Issue Domestic (Early Season) Away L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-11-away-pi-ls-tags_2_2_1.jpg,34.99,classic football shirts,0,Arsenal,shirt,2011,127
http://www.awin1.com/pclick.php?p=3538688297&a=215431&m=6716,2011-12 Liverpool TechFit Player Issue Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-11-away-tf-sp-tags_7.jpg,24.99,classic football shirts,0,Liverpool,shirt,2011,128
http://www.awin1.com/pclick.php?p=3538688299&a=215431&m=6716,2011-12 Arsenal Player Issue European (Early Season) Away L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-11-away-pi-euro-ls-tags_3_2_1.jpg,34.99,classic football shirts,0,Arsenal,shirt,2011,129
http://www.awin1.com/pclick.php?p=3541522493&a=215431&m=6716,2014-15 Arsenal Away Shirt *BNIB* BOYS,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-away-boys-tag.jpg,14.99,classic football shirts,0,Arsenal,shirt,2014,130
http://www.awin1.com/pclick.php?p=3541522497&a=215431&m=6716,2014-15 Arsenal Puma Archives Polo T-shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-polo-archive-nvy-tags.jpg,15.99,classic football shirts,0,Arsenal,shirt,2014,131
http://www.awin1.com/pclick.php?p=3541740555&a=215431&m=6716,2014-15 Chelsea Player Issue Polo T-shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-14-polo-blu-pi-tags.jpg,15.99,classic football shirts,0,Chelsea,shirt,2014,132
http://www.awin1.com/pclick.php?p=3545635519&a=215431&m=6716,2014-15 Arsenal Puma Hooped Polo T-shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-polo-red-tags_2.jpg,15.99,classic football shirts,0,Arsenal,shirt,2014,133
http://www.awin1.com/pclick.php?p=3549017053&a=215431&m=6716,2010-11 Manchester City Home GK Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-city-10-gk-black-tags_3_1.jpg,9.99,classic football shirts,0,Manchester City,shirt,2010,134
http://www.awin1.com/pclick.php?p=3578302531&a=215431&m=6716,2014-15 Manchester City Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-city-14-home-tags_7_1_2_2_2_1_1.jpg,19.99,classic football shirts,0,Manchester City,shirt,2014,135
http://www.awin1.com/pclick.php?p=3578302535&a=215431&m=6716,2014-15 Manchester City Third Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-city-14-third-tags_1.jpg,29.99,classic football shirts,0,Manchester City,shirt,2014,136
http://www.awin1.com/pclick.php?p=3578302557&a=215431&m=6716,2014-15 Manchester United Home Shirt *BNIB* Womens,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-14-home-womens-tags_1_1.jpg,19.99,classic football shirts,0,Manchester United,shirt,2014,137
http://www.awin1.com/pclick.php?p=3578302561&a=215431&m=6716,2014-15 Manchester United Away Shirt *BNIB* Womens (M),https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-14-away-womens-tags_2_1.jpg,19.99,classic football shirts,0,Manchester United,shirt,2014,138
http://www.awin1.com/pclick.php?p=3585731409&a=215431&m=6716,2013-14 Manchester United Nike Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-13-train-red-eur-tags_2.jpg,22.99,classic football shirts,0,Manchester United,shirt,2013,139
http://www.awin1.com/pclick.php?p=3588863121&a=215431&m=6716,2015-16 Manchester United Adizero Player Issue Authentic Third Shirt *BNIB* 3XL,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-third-adizero-tags.jpg,69.99,classic football shirts,0,Manchester United,shirt,2015,140
http://www.awin1.com/pclick.php?p=3595602871&a=215431&m=6716,2014-15 Chelsea Player Issue Adizero Home L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-14-home-pi-ls-tags_3_2_1.jpg,39.99,classic football shirts,0,Chelsea,shirt,2014,141
http://www.awin1.com/pclick.php?p=3595602873&a=215431&m=6716,2014-15 Chelsea Player Issue Adizero Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-14-home-pi-tags_2_5_1.jpg,34.99,classic football shirts,0,Chelsea,shirt,2014,142
http://www.awin1.com/pclick.php?p=3595602875&a=215431&m=6716,2014-15 Chelsea Player Issue Adizero Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-14-away-pi-tags_2_2_1.jpg,34.99,classic football shirts,0,Chelsea,shirt,2014,143
http://www.awin1.com/pclick.php?p=3595602877&a=215431&m=6716,2014-15 Chelsea Player Issue Adizero Away L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-14-away-ls-pi_1_4_1_1.jpg,34.99,classic football shirts,0,Chelsea,shirt,2014,144
http://www.awin1.com/pclick.php?p=3595602879&a=215431&m=6716,2014-15 Chelsea Player Issue Adizero Third Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-14-third-pi-tags_3_3_1.jpg,34.99,classic football shirts,0,Chelsea,shirt,2014,145
http://www.awin1.com/pclick.php?p=3595602881&a=215431&m=6716,2014-15 Chelsea Player Issue Adizero Third L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-14-third-pi-ls-tags_2_1_2_3_1.jpg,34.99,classic football shirts,0,Chelsea,shirt,2014,146
http://www.awin1.com/pclick.php?p=3595602883&a=215431&m=6716,2014-15 Chelsea Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-14-away-tags2_2_2_3.jpg,19.99,classic football shirts,0,Chelsea,shirt,2014,147
http://www.awin1.com/pclick.php?p=3595990671&a=215431&m=6716,2015-16 Sunderland Away L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/s/u/sunderland-15-away-ls-tags_1_1.jpg,17.99,classic football shirts,0,Sunderland,shirt,2015,148
http://www.awin1.com/pclick.php?p=3597038657&a=215431&m=6716,2015-16 Arsenal Puma Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-15-train-red-tags.jpg,19.99,classic football shirts,0,Arsenal,shirt,2015,149
http://www.awin1.com/pclick.php?p=3600207859&a=215431&m=6716,2015-16 Liverpool New Balance Polo T-shirt *BNIB* L,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-15-polo-red-tags_1.jpg,14.99,classic football shirts,0,Liverpool,shirt,2015,150
http://www.awin1.com/pclick.php?p=3600207861&a=215431&m=6716,2015-16 Liverpool New Balance Training Polo T-shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-15-polo-tr--blk-tags.jpg,14.99,classic football shirts,0,Liverpool,shirt,2015,151
http://www.awin1.com/pclick.php?p=3600207863&a=215431&m=6716,2015-16 Liverpool New Balance Training Polo T-shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-15-polo-tr-red-tags.jpg,14.99,classic football shirts,0,Liverpool,shirt,2015,152
http://www.awin1.com/pclick.php?p=3600207905&a=215431&m=6716,2015-16 Liverpool New Balance Training Polo T-shirt *BNIB* BOYS,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-15-polo-red-boys-tags.jpg,8.99,classic football shirts,0,Liverpool,shirt,2015,153
http://www.awin1.com/pclick.php?p=3603647877&a=215431&m=6716,2013-15 Chelsea Player Issue Formotion GK Home Shirt *BNIB* XXL,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-13-gk-yell-pi-tags_5.jpg,34.99,classic football shirts,0,Chelsea,shirt,2013,154
http://www.awin1.com/pclick.php?p=3603862457&a=215431&m=6716,2015-16 Chelsea Home Shirt *BNIB* Womens,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-15-home-womens-tag.jpg,14.99,classic football shirts,0,Chelsea,shirt,2015,155
http://www.awin1.com/pclick.php?p=3604537097&a=215431&m=6716,2015-16 Manchester United Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-home-tags_7_1.jpg,19.99,classic football shirts,0,Manchester United,shirt,2015,156
http://www.awin1.com/pclick.php?p=3604537121&a=215431&m=6716,2015-16 Manchester United Adizero Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-train-navy-tags.jpg,19.99,classic football shirts,0,Manchester United,shirt,2015,157
http://www.awin1.com/pclick.php?p=3605039745&a=215431&m=6716,2015-16 Manchester United Player Issue European Polo T-shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-polo-euro-red-tags.jpg,19.99,classic football shirts,0,Manchester United,shirt,2015,158
http://www.awin1.com/pclick.php?p=3605039747&a=215431&m=6716,2015-16 Manchester United Third Shirt *BNIB* L,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-third-tags_6.jpg,29.99,classic football shirts,0,Manchester United,shirt,2015,159
http://www.awin1.com/pclick.php?p=3605039749&a=215431&m=6716,2015-16 Manchester United Home Shirt *BNIB* Womens (L),https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-home-womens-tagsl_2.jpg,9.99,classic football shirts,0,Manchester United,shirt,2015,160
http://www.awin1.com/pclick.php?p=3605039751&a=215431&m=6716,2015-16 Manchester United Home Shirt *BNIB* XL.Boys,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-home-boys-tags.jpg,14.99,classic football shirts,0,Manchester United,shirt,2015,161
http://www.awin1.com/pclick.php?p=3605799725&a=215431&m=6716,2015-16 Manchester United GK Home Shirt *BNIB* XL.Boys,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-gk-green-boys-tags.jpg,14.99,classic football shirts,0,Manchester United,shirt,2015,162
http://www.awin1.com/pclick.php?p=3606200213&a=215431&m=6716,2014-15 Stoke City Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/s/t/stoke-14-away-tags_2_5.jpg,12.99,classic football shirts,0,Stoke City,shirt,2014,163
http://www.awin1.com/pclick.php?p=3606200217&a=215431&m=6716,2014-15 Stoke City Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/s/t/stoke-14-home-tags_5.jpg,12.99,classic football shirts,0,Stoke City,shirt,2014,164
http://www.awin1.com/pclick.php?p=3606200219&a=215431&m=6716,2014-15 Stoke City Home Shirt *BNIB* BOYS,https://www.classicfootballshirts.co.uk/media/catalog/product/s/t/stoke-14-home-boys-tags_5.jpg,4.99,classic football shirts,0,Stoke City,shirt,2014,165
http://www.awin1.com/pclick.php?p=3606200221&a=215431&m=6716,2014-15 Stoke City Home L/S Shirt *BNIB* BOYS,https://www.classicfootballshirts.co.uk/media/catalog/product/s/t/stoke-14-home-boys-tags-ls_1.jpg,5.99,classic football shirts,0,Stoke City,shirt,2014,166
http://www.awin1.com/pclick.php?p=3606200223&a=215431&m=6716,2014-15 Stoke City Home Shirt *BNIB* Womens,https://www.classicfootballshirts.co.uk/media/catalog/product/s/t/stoke-14-home-wom-tags_2.jpg,5.99,classic football shirts,0,Stoke City,shirt,2014,167
http://www.awin1.com/pclick.php?p=3606200225&a=215431&m=6716,2014-15 Stoke City Away Shirt *BNIB* Womens,https://www.classicfootballshirts.co.uk/media/catalog/product/s/t/stoke-14-away-wom-tags_1.jpg,5.99,classic football shirts,0,Stoke City,shirt,2014,168
http://www.awin1.com/pclick.php?p=3606200227&a=215431&m=6716,2014-15 Stoke City GK Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/s/t/stoke-14-gk-yel-tags_3.jpg,12.99,classic football shirts,0,Stoke City,shirt,2014,169
http://www.awin1.com/pclick.php?p=3606200229&a=215431&m=6716,2014-15 Stoke City GK Away Shirt *BNIB* XL.Boys,https://www.classicfootballshirts.co.uk/media/catalog/product/s/t/stoke-14-gk-yel-boys-tags_1.jpg,4.99,classic football shirts,0,Stoke City,shirt,2014,170
http://www.awin1.com/pclick.php?p=3606200231&a=215431&m=6716,2014-15 Stoke City Warrior Training Polo T-shirt *BNIB* S,https://www.classicfootballshirts.co.uk/media/catalog/product/s/t/stoke-14-polo-red-tags_3.jpg,6.99,classic football shirts,0,Stoke City,shirt,2014,171
http://www.awin1.com/pclick.php?p=3606200233&a=215431&m=6716,2014-15 Stoke City Warrior Training Polo T-shirt *BNIB* S,https://www.classicfootballshirts.co.uk/media/catalog/product/s/t/stoke-14-polo-nvy-tags_2.jpg,6.99,classic football shirts,0,Stoke City,shirt,2014,172
http://www.awin1.com/pclick.php?p=3606200285&a=215431&m=6716,2015-16 Manchester United Home L/S Shirt *BNIB* XL.Boys,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-home-boys-ls-tags.jpg,16.99,classic football shirts,0,Manchester United,shirt,2015,173
http://www.awin1.com/pclick.php?p=3608683141&a=215431&m=6716,2011-12 Manchester United Player Issue European Home L/S Shirt *BNIB* L,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-11-home-ls-pi-tags_2_1.jpg,44.99,classic football shirts,0,Manchester United,shirt,2011,174
http://www.awin1.com/pclick.php?p=3608683143&a=215431&m=6716,2011-12 Manchester United Player Issue Domestic Away L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-11-away-dom-ls-pi-tags_1.jpg,49.99,classic football shirts,0,Manchester United,shirt,2011,175
http://www.awin1.com/pclick.php?p=3608683167&a=215431&m=6716,2015-16 Burnley Away L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/b/u/burnley-15-away-ls-tags.jpg,11.99,classic football shirts,0,Burnley,shirt,2015,176
http://www.awin1.com/pclick.php?p=3608683169&a=215431&m=6716,2015-16 Burnley Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/b/u/burnley-15-away-tags.jpg,11.99,classic football shirts,0,Burnley,shirt,2015,177
http://www.awin1.com/pclick.php?p=3609626547&a=215431&m=6716,2015-16 Manchester United Player Issue Pre-Match Training L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-train-red-ls-tags.jpg,29.99,classic football shirts,0,Manchester United,shirt,2015,178
http://www.awin1.com/pclick.php?p=3609626549&a=215431&m=6716,2015-16 Manchester United Adizero Pre-Match Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-train-red-tags.jpg,19.99,classic football shirts,0,Manchester United,shirt,2015,179
http://www.awin1.com/pclick.php?p=3609880449&a=215431&m=6716,2015-16 Manchester United Adizero Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-train-blue-tags_4.jpg,19.99,classic football shirts,0,Manchester United,shirt,2015,180
http://www.awin1.com/pclick.php?p=3619121017&a=215431&m=6716,2012-14 Chelsea TechFit Player Issue GK Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-12-gk-green-tf-tags_2.jpg,24.99,classic football shirts,0,Chelsea,shirt,2012,181
http://www.awin1.com/pclick.php?p=3619607193&a=215431&m=6716,2015-16 Crystal Palace Home Shirt *BNIB* S,https://www.classicfootballshirts.co.uk/media/catalog/product/c/p/cpalace-15-home-boys-tags.jpg,14.99,classic football shirts,0,Crystal Palace,shirt,2015,182
http://www.awin1.com/pclick.php?p=3619607195&a=215431&m=6716,2015-16 Crystal Palace Player Issue Body Fit Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/p/cpalace-15-home-bodyfit-tags_5.jpg,17.99,classic football shirts,0,Crystal Palace,shirt,2015,183
http://www.awin1.com/pclick.php?p=3619607197&a=215431&m=6716,2015-16 Crystal Palace Player Issue Body Fit Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/p/cpalace-15-away-bodyfit-tags_3.jpg,17.99,classic football shirts,0,Crystal Palace,shirt,2015,184
http://www.awin1.com/pclick.php?p=3619607199&a=215431&m=6716,2015-16 Crystal Palace Away Shirt *BNIB* XXL,https://www.classicfootballshirts.co.uk/media/catalog/product/c/p/cpalace-15-away-tags_2.jpg,17.99,classic football shirts,0,Crystal Palace,shirt,2015,185
http://www.awin1.com/pclick.php?p=3619607205&a=215431&m=6716,2015-16 Crystal Palace GK Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/p/cpalace-15-gk-green-tags.jpg,14.99,classic football shirts,0,Crystal Palace,shirt,2015,186
http://www.awin1.com/pclick.php?p=3619607207&a=215431&m=6716,2015-16 Crystal Palace GK Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/c/p/cpalace-15-gk-yell-tags.jpg,14.99,classic football shirts,0,Crystal Palace,shirt,2015,187
http://www.awin1.com/pclick.php?p=3627551251&a=215431&m=6716,2014-15 Arsenal Away L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-away-ls-tags.jpg,27.99,classic football shirts,0,Arsenal,shirt,2014,188
http://www.awin1.com/pclick.php?p=3628302333&a=215431&m=6716,2015-16 Manchester United Adizero Player Issue Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-home-pi-tags_2_3.jpg,69.99,classic football shirts,0,Manchester United,shirt,2015,189
http://www.awin1.com/pclick.php?p=3628302335&a=215431&m=6716,2015-16 Manchester United Adizero Player Issue Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-away-pi-tags_3.jpg,89.99,classic football shirts,0,Manchester United,shirt,2015,190
http://www.awin1.com/pclick.php?p=3628302337&a=215431&m=6716,2015-16 Manchester United Adizero Player Issue Third L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-third-pi-ls-tags_1.jpg,99.99,classic football shirts,0,Manchester United,shirt,2015,191
http://www.awin1.com/pclick.php?p=3628669515&a=215431&m=6716,2015-16 Manchester United Adizero Player Issue Home L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-home-pi-ls-tags_1_1.jpg,69.99,classic football shirts,0,Manchester United,shirt,2015,192
http://www.awin1.com/pclick.php?p=3628669517&a=215431&m=6716,2015-16 Manchester United Adizero Player Issue Away L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-away-pi-ls-tags_2.jpg,89.99,classic football shirts,0,Manchester United,shirt,2015,193
http://www.awin1.com/pclick.php?p=3631556207&a=215431&m=6716,2011-12 Arsenal Player Issue Pre-Match Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-11-train-wte-pi-tags_2_1.jpg,19.99,classic football shirts,0,Arsenal,shirt,2011,194
